frame,time_s,affective_code,affective_label,affective_code_ml,affective_label_ml,withdrawal,flinch,withdrawal_ml,flinch_ml,stim_index,stim_code,stimulus,sec_since_delivery,uncertain,exclude_from_training,corrected
1234,41.1,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1235,41.1333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1236,41.1666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1237,41.2,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1238,41.2333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1239,41.2666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1240,41.3,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1241,41.3333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1242,41.3666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1243,41.4,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1244,41.4333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1245,41.4666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1246,41.5,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1247,41.5333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1248,41.5666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1249,41.6,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1250,41.6333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1251,41.6666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1252,41.7,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1253,41.7333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1254,41.7666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1255,41.8,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1256,41.8333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1257,41.8666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1258,41.9,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1259,41.9333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1260,41.9666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1261,42.0,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1262,42.0333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1263,42.0666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1264,42.1,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1265,42.1333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1266,42.1666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1267,42.2,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1268,42.2333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1269,42.2666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1270,42.3,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1271,42.3333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1272,42.3666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1273,42.4,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1274,42.4333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1275,42.4666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1276,42.5,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1277,42.5333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1278,42.5666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1279,42.6,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1280,42.6333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1281,42.6666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1282,42.7,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1283,42.7333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1284,42.7666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1285,42.8,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1286,42.8333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1287,42.8666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1288,42.9,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1289,42.9333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1290,42.9666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1291,43.0,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1292,43.0333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1293,43.0666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1294,43.1,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1295,43.1333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1296,43.1666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1297,43.2,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1298,43.2333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1299,43.2666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1300,43.3,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1301,43.3333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1302,43.3666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1303,43.4,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1304,43.4333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1305,43.4666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1306,43.5,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1307,43.5333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1308,43.5666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1309,43.6,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1310,43.6333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1311,43.6666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1312,43.7,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1313,43.7333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1314,43.7666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1315,43.8,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1316,43.8333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1317,43.8666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1318,43.9,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1319,43.9333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1320,43.9666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1321,44.0,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1322,44.0333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1323,44.0666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1324,44.1,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1325,44.1333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1326,44.1666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1327,44.2,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1328,44.2333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1329,44.2666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1330,44.3,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1331,44.3333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1332,44.3666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1333,44.4,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1334,44.4333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1335,44.4666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1336,44.5,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1337,44.5333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1338,44.5666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1339,44.6,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1340,44.6333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1341,44.6666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1342,44.7,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1343,44.7333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1344,44.7666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1345,44.8,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1346,44.8333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1347,44.8666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1348,44.9,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1349,44.9333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1350,44.9666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1351,45.0,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1352,45.0333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1353,45.0666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1354,45.1,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1355,45.1333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1356,45.1666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1357,45.2,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1358,45.2333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1359,45.2666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1360,45.3,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1361,45.3333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1362,45.3666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1363,45.4,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1364,45.4333,0,None,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1365,45.4666,0,None,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1366,45.5,0,None,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1367,45.5333,0,None,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1368,45.5666,0,None,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1369,45.6,0,None,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1370,45.6333,0,None,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1371,45.6666,0,None,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1372,45.7,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1373,45.7333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1374,45.7666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1375,45.8,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1376,45.8333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1377,45.8666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1378,45.9,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1379,45.9333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1380,45.9666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1381,46.0,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1382,46.0333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1383,46.0666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1384,46.1,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1385,46.1333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1386,46.1666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1387,46.2,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1388,46.2333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1389,46.2666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1390,46.3,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1391,46.3333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1392,46.3666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1393,46.4,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1394,46.4333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1395,46.4666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1396,46.5,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1397,46.5333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1398,46.5666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1399,46.6,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1400,46.6333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1401,46.6666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1402,46.7,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1403,46.7333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1404,46.7666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1405,46.8,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1406,46.8333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1407,46.8666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1408,46.9,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1409,46.9333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1410,46.9666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1411,47.0,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1412,47.0333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1413,47.0666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1414,47.1,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1415,47.1333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1416,47.1666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1417,47.2,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1418,47.2333,4,Escape / rearing,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1419,47.2666,4,Escape / rearing,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1420,47.3,4,Escape / rearing,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1421,47.3333,4,Escape / rearing,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1422,47.3666,4,Escape / rearing,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1423,47.4,4,Escape / rearing,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1424,47.4333,4,Escape / rearing,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1425,47.4666,4,Escape / rearing,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1426,47.5,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1427,47.5333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1428,47.5666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1429,47.6,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1430,47.6333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1431,47.6666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1432,47.7,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1433,47.7333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1434,47.7666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1435,47.8,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1436,47.8333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1437,47.8666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1438,47.9,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1439,47.9333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1440,47.9666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1441,48.0,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1442,48.0333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1443,48.0666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1444,48.1,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1445,48.1333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1446,48.1666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1447,48.2,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1448,48.2333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1449,48.2666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1450,48.3,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1451,48.3333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1452,48.3666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1453,48.4,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1454,48.4333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1455,48.4666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1456,48.5,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1457,48.5333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1458,48.5666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1459,48.6,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1460,48.6333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1461,48.6666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1462,48.7,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1463,48.7333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1464,48.7666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1465,48.8,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1466,48.8333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1467,48.8666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1468,48.9,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1469,48.9333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1470,48.9666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1471,49.0,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1472,49.0333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1473,49.0666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1474,49.1,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1475,49.1333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1476,49.1666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1477,49.2,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1478,49.2333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1479,49.2666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1480,49.3,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1481,49.3333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1482,49.3666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1483,49.4,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1484,49.4333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1485,49.4666,0,None,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1486,49.5,0,None,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1487,49.5333,0,None,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1488,49.5666,0,None,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1489,49.6,0,None,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1490,49.6333,0,None,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1491,49.6666,0,None,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1492,49.7,0,None,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1493,49.7333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1494,49.7666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1495,49.8,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1496,49.8333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1497,49.8666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1498,49.9,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1499,49.9333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1500,49.9666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1501,49.9999,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1502,50.0333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1503,50.0666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1504,50.0999,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1505,50.1333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1506,50.1666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1507,50.1999,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1508,50.2333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1509,50.2666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1510,50.2999,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1511,50.3333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1512,50.3666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1513,50.3999,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1514,50.4333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1515,50.4666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1516,50.4999,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1517,50.5333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1518,50.5666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1519,50.5999,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1520,50.6333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1521,50.6666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1522,50.6999,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1523,50.7333,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1524,50.7666,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
1525,50.7999,4,Escape / rearing,4,Escape / rearing,0,0,0,0,0,-1,pre-stimulus,,0,0,1
