frame,time_s,affective_code,affective_label,affective_code_ml,affective_label_ml,withdrawal,flinch,withdrawal_ml,flinch_ml,stim_index,stim_code,stimulus,sec_since_delivery,uncertain,exclude_from_training
2396,79.8333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2397,79.8666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2398,79.8999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2399,79.9333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2400,79.9666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2401,79.9999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2402,80.0333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2403,80.0666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2404,80.0999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2405,80.1333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2406,80.1666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2407,80.1999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2408,80.2333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2409,80.2666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2410,80.2999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2411,80.3333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2412,80.3666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2413,80.3999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2414,80.4333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2415,80.4666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2416,80.4999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2417,80.5333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2418,80.5666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2419,80.5999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2420,80.6333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2421,80.6666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2422,80.6999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2423,80.7333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2424,80.7666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2425,80.7999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2426,80.8333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2427,80.8666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2428,80.8999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2429,80.9333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2430,80.9666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2431,80.9999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2432,81.0333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2433,81.0666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2434,81.0999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2435,81.1333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2436,81.1666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2437,81.1999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2438,81.2333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2439,81.2666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2440,81.2999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2441,81.3333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2442,81.3666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2443,81.3999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2444,81.4333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2445,81.4666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2446,81.4999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2447,81.5333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2448,81.5666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2449,81.5999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2450,81.6333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2451,81.6666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2452,81.6999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2453,81.7333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2454,81.7666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2455,81.7999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2456,81.8333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2457,81.8666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2458,81.8999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2459,81.9333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2460,81.9666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2461,81.9999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2462,82.0333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2463,82.0666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2464,82.0999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2465,82.1333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2466,82.1666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2467,82.1999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2468,82.2333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2469,82.2666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2470,82.2999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2471,82.3333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2472,82.3666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2473,82.3999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2474,82.4333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2475,82.4666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2476,82.4999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2477,82.5333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2478,82.5666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2479,82.5999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2480,82.6333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2481,82.6666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2482,82.6999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2483,82.7333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2484,82.7666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2485,82.7999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2486,82.8333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2487,82.8666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2488,82.8999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2489,82.9333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2490,82.9666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2491,82.9999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2492,83.0333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2493,83.0666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2494,83.0999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2495,83.1333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2496,83.1666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2497,83.1999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2498,83.2333,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2499,83.2666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2500,83.2999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2501,83.3332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2502,83.3666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2503,83.3999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2504,83.4332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2505,83.4666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2506,83.4999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2507,83.5332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2508,83.5666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2509,83.5999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2510,83.6332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2511,83.6666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2512,83.6999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2513,83.7332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2514,83.7666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2515,83.7999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2516,83.8332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2517,83.8666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2518,83.8999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2519,83.9332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2520,83.9666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2521,83.9999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2522,84.0332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2523,84.0666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2524,84.0999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2525,84.1332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2526,84.1666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2527,84.1999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2528,84.2332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2529,84.2666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2530,84.2999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2531,84.3332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2532,84.3666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2533,84.3999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2534,84.4332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2535,84.4666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2536,84.4999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2537,84.5332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2538,84.5666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2539,84.5999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2540,84.6332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2541,84.6666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2542,84.6999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2543,84.7332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2544,84.7666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2545,84.7999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2546,84.8332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2547,84.8666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2548,84.8999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2549,84.9332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2550,84.9666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2551,84.9999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2552,85.0332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2553,85.0666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2554,85.0999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2555,85.1332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2556,85.1666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2557,85.1999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2558,85.2332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2559,85.2666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2560,85.2999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2561,85.3332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2562,85.3666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2563,85.3999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2564,85.4332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2565,85.4666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2566,85.4999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2567,85.5332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2568,85.5666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2569,85.5999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2570,85.6332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2571,85.6666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2572,85.6999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2573,85.7332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2574,85.7666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2575,85.7999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2576,85.8332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2577,85.8666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2578,85.8999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2579,85.9332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2580,85.9666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2581,85.9999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2582,86.0332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2583,86.0666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2584,86.0999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2585,86.1332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2586,86.1666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2587,86.1999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2588,86.2332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2589,86.2666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2590,86.2999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2591,86.3332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2592,86.3666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2593,86.3999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2594,86.4332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2595,86.4666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2596,86.4999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2597,86.5332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2598,86.5666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2599,86.5999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2600,86.6332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2601,86.6666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2602,86.6999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2603,86.7332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2604,86.7666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2605,86.7999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2606,86.8332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2607,86.8666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2608,86.8999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2609,86.9332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2610,86.9666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2611,86.9999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2612,87.0332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2613,87.0666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2614,87.0999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2615,87.1332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2616,87.1666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2617,87.1999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2618,87.2332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2619,87.2666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2620,87.2999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2621,87.3332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2622,87.3666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2623,87.3999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2624,87.4332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2625,87.4666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2626,87.4999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2627,87.5332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2628,87.5666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2629,87.5999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2630,87.6332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2631,87.6666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2632,87.6999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2633,87.7332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2634,87.7666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2635,87.7999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2636,87.8332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2637,87.8666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2638,87.8999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2639,87.9332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2640,87.9666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2641,87.9999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2642,88.0332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2643,88.0666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2644,88.0999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2645,88.1332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2646,88.1666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2647,88.1999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2648,88.2332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2649,88.2666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2650,88.2999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2651,88.3332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2652,88.3666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2653,88.3999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2654,88.4332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2655,88.4666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2656,88.4999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2657,88.5332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2658,88.5666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2659,88.5999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2660,88.6332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2661,88.6666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2662,88.6999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2663,88.7332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2664,88.7666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2665,88.7999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2666,88.8332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2667,88.8666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2668,88.8999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2669,88.9332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2670,88.9666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2671,88.9999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2672,89.0332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2673,89.0666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2674,89.0999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2675,89.1332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2676,89.1666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2677,89.1999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2678,89.2332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2679,89.2666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2680,89.2999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2681,89.3332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2682,89.3666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2683,89.3999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2684,89.4332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2685,89.4666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2686,89.4999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2687,89.5332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2688,89.5666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2689,89.5999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2690,89.6332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2691,89.6666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2692,89.6999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2693,89.7332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2694,89.7666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2695,89.7999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2696,89.8332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2697,89.8666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2698,89.8999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2699,89.9332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2700,89.9666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2701,89.9999,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2702,90.0332,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
2703,90.0666,0,None,0,None,0,0,0,0,0,-1,pre-stimulus,NaN,0,0
